time strain
0.0 -2.6884116000000003e-22
0.000244140625 -5.684977299999999e-22
0.00048828125 -5.685198299999999e-22
0.000732421875 -5.685121400000001e-22
0.0009765625 -5.6847823e-22
0.001220703125 -5.684238e-22
0.00146484375 -5.683340099999999e-22
0.001708984375 -5.6821642999999995e-22
0.001953125 -5.6807084999999985e-22
0.002197265625 -5.6789536e-22
0.00244140625 -5.677178599999999e-22
0.002685546875 -5.6748599e-22
0.0029296875 -5.6722077e-22
0.003173828125 -5.669318099999999e-22
0.00341796875 -5.6660388e-22
0.003662109375 -5.6537902999999985e-22
0.00390625 -5.664121599999999e-22
0.004150390625 -5.655116000000001e-22
0.00439453125 -5.650727300000001e-22
0.004638671875000001 -5.646208799999999e-22
0.0048828125 -5.641828999999999e-22
0.005126953124999999 -5.636687699999999e-22
0.00537109375 -5.631364700000001e-22
0.005615234375000001 -5.6256441e-22
0.005859375 -5.6202418e-22
0.006103515625 -5.6158795e-22
0.00634765625 -5.606196700000001e-22
0.006591796875 -5.600197599999999e-22
0.0068359375 -5.5930008e-22
0.007080078125 -5.586457999999999e-22
0.00732421875 -5.5786731e-22
0.007568359375 -5.570785900000001e-22
0.0078125 -5.562257599999999e-22
0.008056640625 -5.5539633999999985e-22
0.00830078125 -5.546712e-22
0.008544921875 -5.5568218999999985e-22
0.0087890625 -5.528282800000001e-22
0.009033203125 -5.518521799999999e-22
0.009277343750000002 -5.508296600000001e-22
0.009521484375 -5.4994149999999995e-22
0.009765625 -5.488772499999999e-22
0.010009765625 -5.478031499999999e-22
0.01025390625 -5.4668245999999995e-22
0.010498046875 -5.455477199999999e-22
0.0107421875 -5.445479499999999e-22
0.010986328125 -5.433661499999999e-22
0.01123046875 -5.421640599999999e-22
0.011474609375 -5.409266099999999e-22
0.01171875 -5.3979486e-22
0.011962890625 -5.384808000000001e-22
0.01220703125 -5.371227299999999e-22
0.012451171875 -5.3572408e-22
0.0126953125 -5.342957600000001e-22
0.012939453125 -5.330566400000001e-22
0.01318359375 -5.316337599999999e-22
0.013427734375 -5.3013976e-22
0.013671875 -5.2862203e-22
0.013916015625 -5.2709322999999995e-22
0.01416015625 -5.257436699999999e-22
0.014404296875 -5.241950799999999e-22
0.0146484375 -5.2260689e-22
0.014892578125 -5.209998000000001e-22
0.01513671875 -5.1938162e-22
0.015380859375 -5.179210799999999e-22
