time strain
0.0 -1.6553699999999999e-21
2.5442195e-05 -2.7468531e-21
5.088439e-05 -3.5288469000000004e-21
7.6326585e-05 -3.8036527e-21
0.00010176878 -3.6101704e-21
0.00012721098 -3.3603859999999998e-21
0.00015265317 -3.500406e-21
0.00017809537 -3.5004212999999994e-21
0.00020353756 -3.500434e-21
0.00022897976 -3.5004434e-21
0.00025442195 -3.5004501e-21
0.00027986415 -3.5004535e-21
0.00030530634000000003 -3.5004534e-21
0.00033074854 -3.5004492e-21
0.00035619073 -3.5004423e-21
0.00038163293 -3.5004323e-21
0.00040707512 -3.5004192e-21
0.00043251732 -3.5004048e-21
0.00045795951 -3.5003867e-21
0.00048340171 -3.5003659e-21
0.0005088439 -3.5003415e-21
0.0005342861 -3.5003156e-21
0.00055972829 -3.5002867e-21
0.00058517049 -3.5002516e-21
0.0006106126800000001 -3.5002152000000004e-21
0.00063605488 -3.5001752999999995e-21
0.00066149707 -3.5001342e-21
0.00068693927 -3.5000934e-21
0.00071238146 -3.5000491e-21
0.00073782366 -3.4999994999999995e-21
0.00076326585 -3.4999446999999995e-21
0.0007887080499999999 -3.4998853999999995e-21
0.00081415024 -3.4998236e-21
0.00083959244 -3.4997603e-21
0.00086503463 -3.4996929999999996e-21
0.00089047683 -3.4996221e-21
0.00091591902 -3.4995491999999995e-21
0.00094136122 -3.4994722e-21
0.00096680341 -3.4993932e-21
0.00099224561 -3.4993125e-21
0.0010176878 -3.4992305e-21
0.00104313 -3.4991472e-21
0.0010685722 -3.4990611e-21
0.0010940144 -3.4989719e-21
0.0011194566000000002 -3.4988761e-21
0.0011448988 -3.4987781e-21
0.0011703410000000003 -3.4986699999999995e-21
0.0011957832 -3.4985577e-21
0.0012212254 -3.4984452999999994e-21
0.0012466676 -3.4983332e-21
0.0012721098 -3.4982207000000004e-21
0.0012975519 -3.4981031999999995e-21
0.0013229941 -3.4979821e-21
0.0013484362999999996 -3.4978558e-21
0.0013738785 -3.4977212e-21
0.0013993207 -3.4975902e-21
0.0014247628999999996 -3.4974593e-21
0.0014502051 -3.4971494999999995e-21
0.0014756473 -3.4976853e-21
0.0015010894999999997 -3.4988955e-21
0.0015265317 -3.4951278e-21
0.0015519739 -3.494455e-21
0.0015774161 -3.4963041999999995e-21
0.0016028583 -3.4974749999999995e-21
0.0016283005 -3.4979709e-21
0.0016537427 -3.4977756e-21
0.0016791849 -3.4968362e-21
0.0017046271 -3.4950787e-21
0.0017300693 -3.4923277e-21
0.0017555115 -3.4945468e-21
0.0017809537 -3.4958446e-21
0.0018063959 -3.495088e-21
0.001831838 -3.4948791e-21
0.0018572802 -3.4946889e-21
0.0018827224 -3.4945001999999995e-21
0.0019081646 -3.4943075e-21
0.0019336068 -3.4941124e-21
0.001959049 -3.4939124e-21
0.0019844912 -3.4937089999999995e-21
0.0020099334 -3.4935049e-21
0.0020353756 -3.4932971e-21
0.0020608178 -3.4930866999999995e-21
0.00208626 -3.4928737e-21
0.0021117022 -3.492656e-21
0.0021371444 -3.4924342999999995e-21
0.0021625866 -3.4922077e-21
0.0021880288 -3.4919789e-21
0.002213471 -3.4917483e-21
0.0022389132 -3.4915147e-21
0.0022643554 -3.4912781999999995e-21
0.0022897976 -3.4910395e-21
0.0023152398 -3.4907969000000005e-21
0.0023406819 -3.4905506e-21
0.0023661241 -3.4903023e-21
0.0023915663 -3.4900518e-21
0.0024170085 -3.4897977e-21
0.0024424507000000008 -3.4895391e-21
0.0024678929 -3.4892755e-21
0.0024933351 -3.4890072e-21
0.0025187773 -3.4887355e-21
0.0025442195 -3.4884585e-21
0.0025696617 -3.4881828999999995e-21
0.0025951039 -3.4879011e-21
0.0026205461 -3.4876210999999995e-21
0.0026459883 -3.4873289e-21
0.0026714305 -3.4870347000000005e-21
0.0026968727 -3.4867462e-21
0.0027223149 -3.4864602e-21
0.0027477571 -3.486173e-21
0.0027731993 -3.4858832999999995e-21
0.0027986415 -3.4855856000000004e-21
0.0028240837 -3.4852803000000005e-21
0.0028495259 -3.4849659e-21
0.002874968 -3.4846536e-21
0.0029004102 -3.4843509e-21
0.0029258524 -3.484034e-21
0.0029512946000000008 -3.4837199e-21
0.0029767368 -3.4834028e-21
0.003002179 -3.483082899999999e-21
0.0030276212 -3.4827580999999995e-21
0.0030530634 -3.4824293e-21
0.0030785056 -3.4820942999999996e-21
0.0031039478 -3.4817553e-21
0.00312939 -3.4814133999999995e-21
0.0031548322 -3.4810681e-21
0.0031802744 -3.4807215999999995e-21
0.0032057166 -3.4803730999999996e-21
0.0032311588000000007 -3.4800206000000004e-21
0.003256601 -3.4796657e-21
0.0032820432 -3.4793096000000005e-21
0.0033074854 -3.4789488999999995e-21
0.0033329276 -3.4785851999999994e-21
0.0033583698 -3.4782168e-21
0.0033838119 -3.4778463e-21
0.0034092541 -3.4774722999999995e-21
0.0034346963 -3.4770947e-21
0.0034601385 -3.4767112e-21
0.0034855807 -3.4763263e-21
0.0035110229 -3.4759378e-21
0.0035364651 -3.4756720999999995e-21
0.0035619073 -3.4767695e-21
0.0035873495 -3.4831001999999995e-21
0.0036127917 -3.4686698999999996e-21
0.0036382339 -3.4652847000000004e-21
0.0036636761 -3.4719158e-21
0.0036891183 -3.4763214e-21
0.0037145605 -3.4784753e-21
0.0037400027 -3.4782584e-21
0.0037654449 -3.4754622e-21
0.0037908871 -3.4697834e-21
0.0038163293 -3.4605978e-21
0.0038417715 -3.4664976e-21
0.0038672137 -3.4725904e-21
0.0038926558 -3.4703814000000004e-21
0.003918098 -3.4692835e-21
0.0039435402 -3.4688392e-21
0.0039689824 -3.4683894e-21
0.0039944246 -3.4679399e-21
0.0040198668 -3.4674856e-21
0.004045309 -3.4670294e-21
0.0040707512 -3.4665709e-21
0.0040961934 -3.4661069e-21
0.0041216356 -3.4656392e-21
0.0041470778 -3.4651661e-21
0.00417252 -3.4646904000000004e-21
0.0041979622 -3.4642106e-21
0.004223404399999999 -3.4637289e-21
0.0042488466 -3.4632444e-21
0.0042742888 -3.4627589e-21
0.004299731 -3.4622699e-21
0.0043251732 -3.4617792e-21
0.0043506154 -3.4612882e-21
0.0043760576 -3.4607956000000005e-21
0.0044014998 -3.4603001e-21
0.0044269419 -3.4598018e-21
0.0044523841 -3.4593011e-21
0.0044778263 -3.4587950999999995e-21
0.0045032685 -3.4582852999999996e-21
0.004528710700000001 -3.457772e-21
0.0045541529 -3.4572534999999995e-21
0.004579595099999999 -3.4567314e-21
0.0046050373 -3.4562033e-21
0.0046304795 -3.4556686e-21
0.0046559217 -3.4551305e-21
0.0046813639 -3.4545842e-21
0.0047068061 -3.4540298e-21
0.0047322483 -3.4534707000000004e-21
0.0047576905 -3.4529068000000005e-21
0.004783132700000001 -3.4523407e-21
0.0048085749 -3.4517745999999995e-21
0.0048340171 -3.4512053e-21
0.004859459300000001 -3.450636e-21
0.0048849014999999985 -3.4500621e-21
0.0049103437 -3.4494901e-21
0.0049357858 -3.4489176e-21
0.004961228 -3.4483434e-21
0.0049866702 -3.4477662000000004e-21
0.0050121124 -3.4471873e-21
0.0050375546 -3.4466033e-21
0.0050629968 -3.4460175e-21
0.005088439 -3.4454305e-21
0.0051138812 -3.4448410000000005e-21
0.0051393234 -3.4442496e-21
0.0051647656 -3.4436543000000004e-21
0.0051902078 -3.4430572e-21
0.00521565 -3.4424570999999995e-21
0.0052410921999999985 -3.4418552e-21
0.0052665344 -3.4412499e-21
0.0052919766 -3.4406447e-21
0.0053174187999999985 -3.4400376e-21
0.005342861 -3.4394258e-21
0.0053683032 -3.4388085e-21
0.0053937454 -3.4381852e-21
0.0054191876 -3.4375581e-21
0.0054446297 -3.4369259e-21
0.0054700719 -3.4362892e-21
0.0054955141 -3.4356508e-21
0.0055209563 -3.4350088e-21
0.0055463985 -3.4343623e-21
0.0055718407 -3.4337136e-21
0.0055972828999999984 -3.4330609e-21
0.0056227251 -3.4324067e-21
0.0056481673 -3.4317526999999995e-21
0.0056736095 -3.4310945999999995e-21
0.0056990517 -3.430432e-21
0.0057244939 -3.4297669e-21
0.0057499361 -3.4290964e-21
0.0057753783 -3.4284239e-21
0.005800820500000001 -3.4277461e-21
0.0058262627 -3.4270645e-21
0.0058517049 -3.426381e-21
0.0058771471000000014 -3.4256968e-21
0.0059025893 -3.4250141000000004e-21
0.0059280315 -3.4243317e-21
